Mon, 13 Apr 2020 17:47:22 +0200	[start training test]
Mon, 13 Apr 2020 17:47:25 +0200	[start training test]
Mon, 13 Apr 2020 17:47:30 +0200	[done training test]
Mon, 13 Apr 2020 17:50:49 +0200	[start training test]
Mon, 13 Apr 2020 17:50:52 +0200	[start training test]
Mon, 13 Apr 2020 17:56:53 +0200	[done training test]
Mon, 13 Apr 2020 18:00:39 +0200	[done training test]
Tue, 14 Apr 2020 01:50:23 +0200	[start training test]
Tue, 14 Apr 2020 01:50:31 +0200	[done training test]
Tue, 14 Apr 2020 01:50:31 +0200	[start training test]
Tue, 14 Apr 2020 01:50:39 +0200	[done training test]
Tue, 14 Apr 2020 09:39:25 +0200	[start training test]
Tue, 14 Apr 2020 09:42:18 +0200	[start training test]
Tue, 14 Apr 2020 09:51:42 +0200	[done training test]
Tue, 14 Apr 2020 19:36:20 +0200	[start training test]
Wed, 15 Apr 2020 20:55:14 +0200	[start training test]
Thu, 16 Apr 2020 00:41:06 +0200	[start training test]
Thu, 16 Apr 2020 00:41:18 +0200	[done training test]
Thu, 16 Apr 2020 00:47:48 +0200	[start training test]
Thu, 16 Apr 2020 11:21:19 +0200	[start training test]
Thu, 16 Apr 2020 11:22:30 +0200	[start training test]
Thu, 16 Apr 2020 11:22:38 +0200	[done training test]
Thu, 16 Apr 2020 20:19:14 +0200	[start training test]
Thu, 16 Apr 2020 20:24:32 +0200	[start training test]
Fri, 17 Apr 2020 12:51:43 +0200	[start training test]
Fri, 17 Apr 2020 12:51:57 +0200	[done training test]
Sat, 18 Apr 2020 23:49:44 +0200	[done training test]
Tue, 21 Apr 2020 21:27:53 +0200	[start training test]
Fri, 24 Apr 2020 01:58:47 +0200	[done training test]
Sat, 25 Apr 2020 11:03:09 +0200	[start training test]
Sat, 25 Apr 2020 11:13:07 +0200	[done training test]
Mon, 27 Apr 2020 00:04:52 +0200	[start training test]
Mon, 27 Apr 2020 00:05:06 +0200	[done training test]
Wed, 29 Apr 2020 02:01:09 +0200	[start training clustermore]
Wed, 29 Apr 2020 02:04:44 +0200	[done training clustermore]
Sat, 02 May 2020 22:20:18 +0200	[start training decluster]
Sat, 02 May 2020 22:24:28 +0200	[done training decluster]
Sun, 03 May 2020 00:09:17 +0200	[start training decluster]
Sun, 03 May 2020 21:21:30 +0200	[start training DECODE]
Tue, 05 May 2020 02:35:44 +0200	[start training postproc]
Thu, 07 May 2020 12:41:29 +0200	[done training postproc]
Sat, 09 May 2020 13:13:47 +0200	[start training posthoc]
Sat, 09 May 2020 16:08:16 +0200	[done training posthoc]
Sun, 10 May 2020 21:17:09 +0200	[start training adhoc]
Mon, 11 May 2020 14:33:08 +0200	[start training no_traffic]
Mon, 11 May 2020 14:33:59 +0200	[done training no_traffic]
Tue, 12 May 2020 20:27:05 +0200	[start training no_traffic]
Fri, 15 May 2020 16:28:25 +0200	[done training no_traffic]
Tue, 02 Jun 2020 09:55:08 +0200	[start training log_softmax]
Tue, 02 Jun 2020 10:00:54 +0200	[done training log_softmax]
Tue, 02 Jun 2020 21:47:41 +0200	[start training log_softmax]
Tue, 02 Jun 2020 21:53:55 +0200	[done training log_softmax]
Sun, 07 Jun 2020 19:04:39 +0200	[start training log_softmax]
Sun, 07 Jun 2020 19:10:18 +0200	[done training log_softmax]
Mon, 08 Jun 2020 00:04:10 +0200	[start training log_softmax]
Mon, 08 Jun 2020 16:18:00 +0200	[start training log_softmax]
Wed, 10 Jun 2020 01:20:32 +0200	[start training trutrg]
Thu, 11 Jun 2020 16:30:40 +0200	[done training trutrg]
Fri, 12 Jun 2020 22:09:39 +0200	[start training ❤️]
Fri, 12 Jun 2020 22:09:58 +0200	[done training ❤️]
Fri, 12 Jun 2020 22:11:45 +0200	[start training ❤️]
Fri, 12 Jun 2020 22:11:48 +0200	[done training ❤️]
Fri, 12 Jun 2020 22:41:09 +0200	[start training ❤️]
Fri, 12 Jun 2020 23:40:45 +0200	[start training justdoit]
Sat, 13 Jun 2020 08:59:43 +0200	[start training kb_transformer]
Sat, 13 Jun 2020 08:59:57 +0200	[done training kb_transformer]
Sat, 13 Jun 2020 21:04:37 +0200	[start training justdoit]
Sat, 13 Jun 2020 21:04:40 +0200	[done training justdoit]
Sun, 14 Jun 2020 13:58:50 +0200	[start training lav]
Sun, 14 Jun 2020 14:05:15 +0200	[done training lav]
Sun, 14 Jun 2020 16:25:08 +0200	[start training wau]
Wed, 17 Jun 2020 02:04:35 +0200	[done training wau]
Wed, 17 Jun 2020 15:02:21 +0200	[start training trutrg_generate_plots_cluster]
Wed, 17 Jun 2020 15:02:39 +0200	[done training trutrg_generate_plots_cluster]
Sun, 28 Jun 2020 17:34:09 +0200	[start training plot]
Sun, 28 Jun 2020 17:39:20 +0200	[done training plot]
Tue, 11 Aug 2020 14:16:01 +0200	[start training viuo]
Tue, 11 Aug 2020 19:10:50 +0200	[start training verflixt]
Tue, 11 Aug 2020 19:15:43 +0200	[done training verflixt]
Tue, 11 Aug 2020 19:36:32 +0200	[start training bleu_stopping]
Tue, 11 Aug 2020 19:41:31 +0200	[done training bleu_stopping]
Tue, 11 Aug 2020 19:43:42 +0200	[start training bleu_stopping]
Tue, 11 Aug 2020 19:48:52 +0200	[done training bleu_stopping]
Tue, 11 Aug 2020 19:59:30 +0200	[start training bleuStop]
Tue, 11 Aug 2020 20:03:04 +0200	[done training bleuStop]
Tue, 11 Aug 2020 20:04:20 +0200	[start training bleuStop]
Wed, 12 Aug 2020 18:38:20 +0200	[start training showstop]
Wed, 12 Aug 2020 18:42:49 +0200	[start training showstop]
Wed, 12 Aug 2020 18:51:25 +0200	[done training showstop]
Sat, 15 Aug 2020 01:34:31 +0200	[start training tfkb]
Sat, 15 Aug 2020 01:34:42 +0200	[done training tfkb]
Sat, 15 Aug 2020 13:23:04 +0200	[start training tfkb]
Sat, 15 Aug 2020 13:23:24 +0200	[done training tfkb]
Sat, 15 Aug 2020 13:24:39 +0200	[start training tfkb]
Sat, 15 Aug 2020 13:53:11 +0200	[start training 🌍]
Sat, 15 Aug 2020 13:53:34 +0200	[done training 🌍]
Sat, 15 Aug 2020 15:23:25 +0200	[start training 1hop]
Sat, 15 Aug 2020 20:36:33 +0200	[done training tfkb]
Sat, 15 Aug 2020 23:13:44 +0200	[start training 1hop]
Sat, 15 Aug 2020 23:13:48 +0200	[start training 2hop]
Sun, 16 Aug 2020 01:23:24 +0200	[start training 3hop]
Sun, 16 Aug 2020 12:22:32 +0200	[start training vanilTF]
Sun, 16 Aug 2020 12:22:44 +0200	[done training vanilTF]
Sun, 16 Aug 2020 12:23:10 +0200	[start training 4hop]
Mon, 17 Aug 2020 16:00:45 +0200	[start training vanilTF]
Mon, 17 Aug 2020 16:00:59 +0200	[done training vanilTF]
Mon, 17 Aug 2020 17:47:45 +0200	[start training 2hop]
Mon, 17 Aug 2020 17:47:50 +0200	[start training 1hop]
Mon, 17 Aug 2020 18:28:04 +0200	[start training vanilTF]
Mon, 17 Aug 2020 21:20:52 +0200	[start training tfkb]
Mon, 17 Aug 2020 21:22:41 +0200	[done training tfkb]
Mon, 17 Aug 2020 22:11:26 +0200	[start training tfkb]
Mon, 17 Aug 2020 22:30:51 +0200	[start training iAmSpeed]
Mon, 17 Aug 2020 23:16:14 +0200	[start training kbtf]
Mon, 17 Aug 2020 23:20:11 +0200	[start training iAmSpeed]
Tue, 18 Aug 2020 16:11:23 +0200	[start training TRANSF]
Sun, 23 Aug 2020 02:19:56 +0200	[start training tfDropout]
Sun, 23 Aug 2020 14:55:01 +0200	[start training tfGraduate]
Tue, 25 Aug 2020 15:40:03 +0200	[start training tfMonoHop]
Tue, 25 Aug 2020 15:40:49 +0200	[done training tfMonoHop]
Tue, 25 Aug 2020 15:40:49 +0200	[start training rnnVanil]
Tue, 25 Aug 2020 15:41:12 +0200	[done training rnnVanil]
Wed, 26 Aug 2020 13:15:50 +0200	[start training rnnVanil]
Wed, 26 Aug 2020 13:22:37 +0200	[start training tfMonoHop]
Wed, 26 Aug 2020 13:34:59 +0200	[start training tfMonoHop]
Thu, 27 Aug 2020 22:32:25 +0200	[start training greedy]
Fri, 28 Aug 2020 13:06:02 +0200	[start training cheat]
Fri, 28 Aug 2020 13:28:16 +0200	[done training cheat]
Fri, 28 Aug 2020 15:45:10 +0200	[start training sampling]
Fri, 28 Aug 2020 15:49:22 +0200	[start training sigmoid]
Sat, 29 Aug 2020 00:50:55 +0200	[start training sigmoid]
Sat, 29 Aug 2020 00:55:18 +0200	[start training cheat]
Sat, 29 Aug 2020 02:21:03 +0200	[start training tLinCopy]
Sat, 29 Aug 2020 02:21:13 +0200	[start training tSigCopy]
Sat, 29 Aug 2020 02:21:32 +0200	[done training tLinCopy]
Sat, 29 Aug 2020 02:21:32 +0200	[start training tCheat]
Sat, 29 Aug 2020 02:21:36 +0200	[done training tSigCopy]
Sat, 29 Aug 2020 02:21:36 +0200	[start training search]
Sat, 29 Aug 2020 02:22:01 +0200	[done training tCheat]
Sat, 29 Aug 2020 02:22:03 +0200	[done training search]
Sat, 29 Aug 2020 02:27:46 +0200	[start training tLinCopy]
Sat, 29 Aug 2020 02:27:54 +0200	[start training tSigCopy]
Sat, 29 Aug 2020 02:28:17 +0200	[done training tSigCopy]
Sat, 29 Aug 2020 02:28:17 +0200	[start training tCheat]
Sat, 29 Aug 2020 02:29:42 +0200	[start training search]
Sat, 29 Aug 2020 02:40:20 +0200	[done training tLinCopy]
Sat, 29 Aug 2020 02:40:21 +0200	[start training sigmoid]
Sat, 29 Aug 2020 02:40:55 +0200	[done training tCheat]
Sat, 29 Aug 2020 02:51:05 +0200	[start training tSigCopy]
Sat, 29 Aug 2020 02:51:40 +0200	[done training search]
Sat, 29 Aug 2020 03:02:01 +0200	[done training sigmoid]
Sat, 29 Aug 2020 03:03:40 +0200	[done training tSigCopy]
Sat, 29 Aug 2020 13:15:15 +0200	[start training cheat]
Sat, 29 Aug 2020 13:30:34 +0200	[done training cheat]
Sun, 30 Aug 2020 23:06:03 +0200	[start training search]
Sun, 30 Aug 2020 23:06:12 +0200	[start training sigmoid]
Sun, 30 Aug 2020 23:06:27 +0200	[start training tLinCopy]
Sun, 30 Aug 2020 23:06:36 +0200	[start training tCheat]
Sun, 30 Aug 2020 23:06:40 +0200	[done training search]
Sun, 30 Aug 2020 23:06:40 +0200	[done training sigmoid]
Sun, 30 Aug 2020 23:06:42 +0200	[start training cheat]
Sun, 30 Aug 2020 23:06:58 +0200	[done training tLinCopy]
Sun, 30 Aug 2020 23:07:04 +0200	[done training tCheat]
Sun, 30 Aug 2020 23:07:09 +0200	[done training cheat]
Mon, 31 Aug 2020 00:12:50 +0200	[start training search]
Mon, 31 Aug 2020 00:13:01 +0200	[start training tLinCopy]
Mon, 31 Aug 2020 00:13:13 +0200	[start training sigmoid]
Mon, 31 Aug 2020 00:13:38 +0200	[start training tCheat]
Mon, 31 Aug 2020 03:12:58 +0200	[done training search]
Mon, 31 Aug 2020 03:12:58 +0200	[start training cheat]
Mon, 31 Aug 2020 12:49:12 +0200	[start training tftf]
Mon, 31 Aug 2020 13:13:04 +0200	[start training rnntf]
Mon, 31 Aug 2020 13:14:12 +0200	[start training t1Head]
Mon, 31 Aug 2020 13:23:46 +0200	[start training searx]
Mon, 31 Aug 2020 15:35:26 +0200	[done training searx]
Tue, 01 Sep 2020 13:40:56 +0200	[start training vtf]
Tue, 01 Sep 2020 13:53:30 +0200	[done training vtf]
Wed, 02 Sep 2020 08:06:04 +0200	[start training searx]
Wed, 02 Sep 2020 08:13:36 +0200	[done training searx]
Mon, 07 Sep 2020 10:51:27 +0200	[start training vtf]
Tue, 08 Sep 2020 04:39:45 +0200	[start training rnn1D]
Tue, 08 Sep 2020 04:40:15 +0200	[done training rnn1D]
Tue, 08 Sep 2020 04:40:15 +0200	[start training rnn2D]
Tue, 08 Sep 2020 04:40:38 +0200	[done training rnn2D]
Tue, 08 Sep 2020 18:49:15 +0200	[start training rnn1D]
Tue, 08 Sep 2020 18:49:44 +0200	[done training rnn1D]
Tue, 08 Sep 2020 18:49:44 +0200	[start training rnn2D]
Tue, 08 Sep 2020 18:50:18 +0200	[done training rnn2D]
Tue, 08 Sep 2020 18:50:18 +0200	[start training tf1D]
Tue, 08 Sep 2020 18:50:41 +0200	[done training tf1D]
Tue, 08 Sep 2020 19:32:50 +0200	[start training tf1D]
Tue, 08 Sep 2020 19:33:14 +0200	[done training tf1D]
Tue, 08 Sep 2020 19:33:14 +0200	[start training rnn1D]
Tue, 08 Sep 2020 19:33:43 +0200	[done training rnn1D]
Tue, 08 Sep 2020 19:33:43 +0200	[start training rnn2D]
Tue, 08 Sep 2020 19:34:04 +0200	[done training rnn2D]
Wed, 09 Sep 2020 01:09:52 +0200	[start training tf1D]
Wed, 09 Sep 2020 01:10:04 +0200	[start training rnn1D]
Wed, 09 Sep 2020 01:10:28 +0200	[done training tf1D]
Wed, 09 Sep 2020 01:10:28 +0200	[start training rnn2D]
Wed, 09 Sep 2020 01:12:30 +0200	[done training rnn2D]
Wed, 09 Sep 2020 01:13:05 +0200	[start training tf1D]
Wed, 09 Sep 2020 01:19:32 +0200	[done training tf1D]
Wed, 09 Sep 2020 01:26:15 +0200	[done training rnn1D]
Wed, 09 Sep 2020 14:09:53 +0200	[start training rnn1D]
Wed, 09 Sep 2020 14:26:13 +0200	[done training rnn1D]
Wed, 09 Sep 2020 14:26:13 +0200	[start training rnn2D]
Wed, 09 Sep 2020 14:28:08 +0200	[done training rnn2D]
Wed, 09 Sep 2020 14:28:08 +0200	[start training tf1D]
Wed, 09 Sep 2020 14:35:17 +0200	[done training tf1D]
Wed, 09 Sep 2020 14:45:29 +0200	[start training rnn1D]
Wed, 09 Sep 2020 21:54:27 +0200	[start training rnn2D]
Wed, 09 Sep 2020 21:54:53 +0200	[start training tf1D]
Wed, 09 Sep 2020 21:55:36 +0200	[done training rnn2D]
Wed, 09 Sep 2020 22:45:35 +0200	[start training r2LUT]
Thu, 10 Sep 2020 17:17:21 +0200	[start training bahdanauTF]
Thu, 10 Sep 2020 22:20:09 +0200	[start training wmt_ende_best]
Thu, 10 Sep 2020 22:20:25 +0200	[done training wmt_ende_best]
Thu, 10 Sep 2020 22:20:25 +0200	[start training inputfeed]
Thu, 10 Sep 2020 22:56:10 +0200	[start training rnn2D]
Thu, 10 Sep 2020 22:58:05 +0200	[done training rnn2D]
Thu, 10 Sep 2020 22:58:05 +0200	[start training 💥]
Thu, 10 Sep 2020 23:01:59 +0200	[done training 💥]
Fri, 11 Sep 2020 00:06:02 +0200	[start training 💥]
Fri, 11 Sep 2020 00:44:15 +0200	[start training r2LUT]
Fri, 11 Sep 2020 06:20:40 +0200	[start training 💥]
Fri, 11 Sep 2020 06:22:57 +0200	[done training 💥]
Fri, 11 Sep 2020 06:22:57 +0200	[start training rnn2D]
Fri, 11 Sep 2020 06:25:12 +0200	[done training rnn2D]
Fri, 11 Sep 2020 06:25:12 +0200	[start training raw]
Sat, 12 Sep 2020 18:20:22 +0200	[start training tfraw]
Sat, 12 Sep 2020 18:21:00 +0200	[done training tfraw]
Sun, 13 Sep 2020 14:13:23 +0200	[start training rawAuto]
Sun, 13 Sep 2020 14:13:27 +0200	[start training canAuto]
Sun, 13 Sep 2020 14:16:14 +0200	[done training rawAuto]
Sun, 13 Sep 2020 14:35:22 +0200	[done training canAuto]
Sun, 13 Sep 2020 16:28:13 +0200	[start training rawAuto]
Sun, 13 Sep 2020 16:28:17 +0200	[start training canAuto]
Sun, 13 Sep 2020 18:56:14 +0200	[start training rawAuto]
Wed, 16 Sep 2020 20:44:40 +0200	[start training tf1D]
Wed, 16 Sep 2020 22:38:01 +0200	[start training tf2D]
Wed, 16 Sep 2020 22:38:21 +0200	[done training tf2D]
Wed, 16 Sep 2020 23:03:41 +0200	[start training tfauto]
Wed, 16 Sep 2020 23:28:36 +0200	[done training tfauto]
Wed, 16 Sep 2020 23:28:36 +0200	[start training rnn2D]
Thu, 17 Sep 2020 01:48:02 +0200	[done training rnn2D]
Thu, 17 Sep 2020 01:48:07 +0200	[start training rnn1D]
Thu, 17 Sep 2020 12:29:39 +0200	[start training rnn1D]
Thu, 17 Sep 2020 12:29:42 +0200	[start training rnn2D]
Thu, 17 Sep 2020 12:29:48 +0200	[start training tfauto]
Thu, 17 Sep 2020 12:30:14 +0200	[start training rawAuto]
Thu, 17 Sep 2020 12:33:55 +0200	[done training rnn2D]
Thu, 17 Sep 2020 12:54:55 +0200	[done training tfauto]
Mon, 21 Sep 2020 14:12:43 +0200	[start training tfCheatyTest]
Mon, 21 Sep 2020 14:14:09 +0200	[start training rnnPosEnc]
Mon, 21 Sep 2020 14:14:31 +0200	[done training rnnPosEnc]
Tue, 22 Sep 2020 15:55:59 +0200	[start training rnn2D]
Tue, 22 Sep 2020 16:00:17 +0200	[done training rnn2D]
Tue, 22 Sep 2020 22:30:35 +0200	[start training rnn2D]
Tue, 22 Sep 2020 22:34:47 +0200	[done training rnn2D]
Tue, 22 Sep 2020 22:45:38 +0200	[start training rnnPosEnc]
Tue, 22 Sep 2020 22:52:57 +0200	[done training rnnPosEnc]
Wed, 23 Sep 2020 12:32:18 +0200	[start training rnn2D]
Wed, 23 Sep 2020 12:39:10 +0200	[done training rnn2D]
Wed, 23 Sep 2020 13:14:06 +0200	[start training rnnGridTest]
Wed, 23 Sep 2020 13:14:28 +0200	[done training rnnGridTest]
Wed, 23 Sep 2020 13:19:21 +0200	[start training rnnGridTest]
Wed, 23 Sep 2020 15:49:00 +0200	[start training rnn100]
Wed, 23 Sep 2020 15:49:24 +0200	[start training rnn101]
Wed, 23 Sep 2020 15:50:54 +0200	[start training tf3111]
Wed, 23 Sep 2020 15:51:20 +0200	[done training tf3111]
Wed, 23 Sep 2020 16:00:22 +0200	[start training rnn100]
Wed, 23 Sep 2020 16:23:05 +0200	[done training rnn100]
Wed, 23 Sep 2020 16:23:05 +0200	[start training rnn101]
Wed, 23 Sep 2020 16:45:43 +0200	[done training rnn101]
Wed, 23 Sep 2020 16:45:43 +0200	[start training rnn110]
Wed, 23 Sep 2020 17:08:27 +0200	[done training rnn110]
Wed, 23 Sep 2020 17:08:27 +0200	[start training rnn111]
Wed, 23 Sep 2020 17:30:56 +0200	[done training rnn111]
Wed, 23 Sep 2020 17:30:56 +0200	[start training rnn200]
Wed, 23 Sep 2020 17:53:34 +0200	[done training rnn200]
Wed, 23 Sep 2020 17:53:35 +0200	[start training tf3111]
Wed, 23 Sep 2020 17:54:11 +0200	[done training tf3111]
